Dealership,Season,Car,Buyer,Buyer_Age,Price,Buyer_Income
NYC,Fall,Nissan,Male,20,10575,52420
Seattle,Fall,Subaru,Male,62,17317,139357
Phoenix,Summer,Kia,Male,17,43275,190911
San Diego,Fall,Jeep,Male,16,39144,93660
Austin,Summer,Ram,Male,58,33588,79414
NYC,Winter,Hyundai,Female,73,37413,236140
Philladephia,Winter,GMC,Male,19,48492,196588
Austin,Fall,Honda,Female,16,46075,206474
Houston,Summer,Nissan,Female,51,18722,217860
Chicago,Fall,Jeep,Female,59,14033,148537
Seattle,Spring,Kia,Female,36,26922,52146
Phoenix,Winter,Kia,Male,70,48277,253760
Austin,Spring,GMC,Female,38,10195,182874
Chicago,Winter,Jeep,Male,78,21654,216375
Phoenix,Fall,Subaru,Male,46,16196,138239
Seattle,Winter,Hyundai,Female,56,15457,199579
Columbus,Winter,Toyota,Male,34,49649,118782
Austin,Spring,Subaru,Female,50,49134,142412
Chicago,Summer,Honda,Female,75,29685,259058
Houston,Fall,Toyota,Male,28,20398,104108
San Diego,Spring,Subaru,Male,74,28667,227273
Seattle,Winter,Hyundai,Male,29,12262,277188
Phoenix,Spring,Subaru,Female,59,32772,169418
NYC,Fall,Ford,Female,68,30683,142918
San Diego,Winter,Subaru,Male,26,39721,283712
Austin,Spring,Subaru,Male,50,20550,121923
Columbus,Summer,GMC,Female,57,35234,265294
Austin,Winter,Subaru,Male,45,31888,175426
Chicago,Spring,GMC,Female,30,37240,141598
Philladephia,Winter,GMC,Female,32,23294,291417
Columbus,Winter,Ford,Female,68,11096,219252
Columbus,Fall,Ford,Female,64,14375,231691
Columbus,Winter,Chevrolet,Male,34,18388,45259
Philladephia,Fall,Subaru,Male,69,29474,84607
San Antonio,Fall,Hyundai,Female,25,23759,48644
LA,Spring,Toyota,Male,73,47900,55714
Austin,Summer,Nissan,Male,68,18431,254316
San Antonio,Fall,Kia,Male,65,25483,212243
Philladephia,Spring,Kia,Female,64,12233,264074
San Diego,Summer,Nissan,Male,67,47954,93634
Phoenix,Summer,Hyundai,Male,74,19461,132477
Austin,Winter,Jeep,Female,59,42506,257651
San Diego,Winter,Toyota,Male,45,48193,187732
Philladephia,Winter,Subaru,Female,78,29090,68240
Chicago,Fall,Honda,Male,44,47822,108482
Austin,Spring,Hyundai,Male,22,48274,58322
San Diego,Fall,Subaru,Male,73,10949,261394
LA,Fall,Kia,Female,60,18731,230284
San Diego,Winter,Toyota,Female,75,45551,160907
Philladephia,Summer,Ram,Male,16,21191,84659
Seattle,Winter,Jeep,Female,37,17905,124527
San Antonio,Spring,Ram,Female,69,38976,124195
Seattle,Summer,Subaru,Male,66,20633,163503
NYC,Winter,Subaru,Female,66,15619,265238
NYC,Fall,Hyundai,Male,45,31390,238923
Phoenix,Winter,Toyota,Male,30,47300,258087
San Diego,Summer,Hyundai,Male,49,49255,83332
Chicago,Fall,Jeep,Female,70,24171,137584
Phoenix,Winter,Honda,Female,28,45336,282645
Seattle,Spring,Jeep,Male,30,25662,150622
Phoenix,Fall,Toyota,Female,51,26849,63324
Austin,Summer,Honda,Male,45,27735,90989
Seattle,Fall,GMC,Female,56,40773,121592
Philladephia,Spring,Hyundai,Male,39,39311,197197
Houston,Summer,Kia,Male,73,33128,293788
LA,Fall,Honda,Female,48,26861,272851
Phoenix,Winter,Chevrolet,Male,40,37477,185665
NYC,Summer,Chevrolet,Female,68,27282,54569
Houston,Summer,Kia,Male,74,21292,132525
Philladephia,Spring,Hyundai,Female,24,39689,103638
LA,Summer,Hyundai,Male,75,11104,130669
Phoenix,Summer,Nissan,Female,75,23827,109390
LA,Spring,GMC,Male,71,40814,247150
Houston,Spring,Jeep,Male,67,38779,115147
Houston,Summer,Chevrolet,Female,66,38039,109511
Chicago,Summer,Nissan,Male,55,28676,109385
Austin,Fall,Ford,Male,57,41117,142949
Austin,Winter,Chevrolet,Female,48,34031,148221
Houston,Summer,GMC,Male,64,33675,76250
Houston,Winter,Nissan,Male,58,30339,117655
Columbus,Summer,Ford,Female,50,44935,70220
Austin,Fall,Honda,Female,43,24314,248308
Houston,Spring,Chevrolet,Male,38,43782,293427
NYC,Fall,Jeep,Male,78,45925,242492
San Antonio,Fall,Jeep,Male,74,47830,104530
Chicago,Winter,Kia,Male,68,14477,247289
Phoenix,Summer,Ram,Female,55,37596,107434
Phoenix,Summer,Jeep,Female,47,18651,69956
Austin,Summer,Chevrolet,Male,24,16387,41160
Philladephia,Winter,Ford,Male,51,46988,238006
Seattle,Summer,Ford,Male,51,30417,109599
Austin,Fall,Chevrolet,Female,44,42244,260282
Chicago,Fall,Subaru,Female,17,13320,171303
Houston,Fall,Ford,Female,22,12597,179566
NYC,Winter,Subaru,Male,51,40547,267921
Phoenix,Fall,Honda,Male,60,31918,202691
NYC,Spring,Chevrolet,Female,32,43068,231041
San Diego,Winter,Honda,Male,37,11431,262277
Chicago,Winter,Ram,Female,62,15212,215491
Houston,Summer,Kia,Male,34,11956,297032
Chicago,Fall,Honda,Male,76,32409,126882
Houston,Fall,Subaru,Male,54,10802,69207
Columbus,Summer,Honda,Female,66,37151,299699
NYC,Fall,Honda,Female,48,42628,61961
NYC,Spring,Honda,Female,68,13195,198843
San Diego,Summer,Nissan,Male,44,13138,159918
Phoenix,Fall,Toyota,Female,66,38055,188912
Austin,Spring,Jeep,Male,35,10637,111698
San Diego,Spring,Chevrolet,Female,33,28195,130995
NYC,Summer,Honda,Male,50,44830,96190
Houston,Summer,Toyota,Female,30,23790,116057
LA,Spring,Kia,Female,18,13731,74775
Seattle,Fall,Kia,Male,73,38995,99171
San Diego,Spring,Hyundai,Male,57,30748,65197
Chicago,Summer,Jeep,Female,44,17640,84531
Chicago,Spring,Kia,Female,40,28858,278039
San Diego,Summer,Toyota,Female,53,32876,111573
San Diego,Winter,Hyundai,Male,54,13569,228499
NYC,Summer,Jeep,Female,58,10499,243808
San Antonio,Fall,Jeep,Male,18,36646,158399
San Diego,Spring,Hyundai,Female,63,29651,89531
Columbus,Winter,Toyota,Male,33,48168,127542
NYC,Fall,Honda,Female,68,28972,244645
Columbus,Spring,Hyundai,Male,20,33502,224684
San Diego,Summer,Kia,Female,70,16923,49764
Houston,Spring,GMC,Female,61,33090,170217
Chicago,Fall,Ram,Female,49,40725,202395
LA,Spring,Hyundai,Male,26,44343,126857
NYC,Spring,Hyundai,Male,17,11838,203592
Columbus,Spring,Chevrolet,Male,33,23487,182073
Houston,Winter,Toyota,Male,52,11816,126164
LA,Winter,Ford,Male,78,34251,285326
Austin,Spring,Honda,Female,24,36529,287727
NYC,Winter,Subaru,Female,37,17215,173506
San Diego,Summer,Nissan,Male,64,14787,211037
Austin,Summer,Ford,Female,39,49521,127559
San Antonio,Spring,Nissan,Male,60,20532,260664
Austin,Spring,Toyota,Female,17,42409,93426
Chicago,Winter,Honda,Female,46,49604,273386
Houston,Spring,Subaru,Female,75,49746,171817
Houston,Winter,Jeep,Female,73,13638,49801
Austin,Spring,Toyota,Female,76,14616,241070
Philladephia,Winter,Kia,Male,40,21359,92045
Phoenix,Summer,Toyota,Male,22,34509,240349
Houston,Spring,Hyundai,Male,44,33096,123812
San Diego,Spring,Ram,Male,28,30769,103246
Houston,Spring,Subaru,Male,33,40431,104273
Philladephia,Summer,Jeep,Female,21,40030,114702
Austin,Spring,GMC,Female,22,39728,223543
Phoenix,Spring,Ford,Female,20,38078,295302
Columbus,Winter,Jeep,Male,38,23353,69058
Philladephia,Winter,Nissan,Female,68,44214,67665
Houston,Fall,Ford,Female,30,33642,103310
NYC,Summer,Hyundai,Male,47,49538,109407
Houston,Fall,GMC,Female,51,22639,51935
Seattle,Summer,Kia,Male,51,18011,231299
Houston,Summer,Honda,Female,42,24773,62341
Columbus,Spring,Hyundai,Female,20,41307,262776
Philladephia,Fall,Toyota,Male,34,43819,204415
San Antonio,Summer,GMC,Male,21,39248,143938
Austin,Fall,Jeep,Male,55,25691,221726
Houston,Fall,Subaru,Male,41,19987,270990
LA,Summer,Chevrolet,Female,36,18034,183722
Philladephia,Spring,Ram,Male,68,38561,156035
NYC,Winter,Ford,Male,36,22969,141481
San Diego,Fall,Hyundai,Female,51,11494,60286
San Antonio,Winter,Toyota,Female,76,45861,215697
Phoenix,Winter,Chevrolet,Female,58,37042,116980
Chicago,Spring,Jeep,Female,63,11445,192848
LA,Fall,Ford,Male,76,24374,262064
Houston,Spring,Honda,Female,36,47281,220850
NYC,Winter,Kia,Female,56,10303,298083
San Diego,Summer,Subaru,Female,48,42484,86938
San Diego,Summer,Ford,Female,38,32727,208675
San Antonio,Fall,Toyota,Female,27,19857,165024
Houston,Winter,Ram,Female,41,45823,134382
Philladephia,Winter,Honda,Male,68,40442,179788
San Antonio,Winter,Subaru,Male,23,46442,64617
San Antonio,Spring,Nissan,Male,78,44089,176789
Chicago,Fall,Subaru,Female,61,20450,44899
Columbus,Summer,Honda,Male,58,36352,181464
Columbus,Fall,Subaru,Male,58,34727,130226
Columbus,Winter,GMC,Male,77,15996,116562
Philladephia,Summer,Ram,Male,70,39923,233306
Austin,Spring,Ford,Male,25,37483,227306
NYC,Spring,Honda,Female,51,40579,296432
Chicago,Spring,Ford,Female,50,26718,293518
Chicago,Spring,Subaru,Female,59,19062,100220
Austin,Fall,Kia,Female,43,16854,229263
NYC,Fall,GMC,Female,40,26734,259473
Columbus,Summer,Chevrolet,Male,26,42391,131158
Phoenix,Spring,Jeep,Female,28,16649,251969
San Antonio,Spring,Nissan,Male,36,28161,184543
LA,Fall,GMC,Female,24,15752,48604
Houston,Summer,Ford,Female,16,14164,181067
NYC,Fall,Honda,Male,16,45895,152874
San Diego,Winter,Subaru,Male,28,33204,232464
Houston,Summer,Kia,Male,72,13530,254426
Houston,Summer,Ram,Female,51,46870,159664
Chicago,Spring,Honda,Male,26,45683,226295
Austin,Fall,Chevrolet,Male,23,25899,82357
Houston,Spring,Subaru,Female,51,13651,193587
NYC,Spring,Honda,Female,46,13081,42145
San Diego,Spring,Jeep,Female,33,36584,235525
NYC,Summer,Subaru,Male,53,27642,176279
Philladephia,Summer,Chevrolet,Male,64,15425,289667
San Diego,Winter,Ram,Female,19,25777,61610
Phoenix,Summer,Hyundai,Male,35,26760,44033
Houston,Fall,GMC,Female,43,17756,220887
Phoenix,Spring,Honda,Female,59,23409,79018
LA,Summer,Honda,Male,26,15506,266439
NYC,Summer,Ford,Female,68,28278,202227
LA,Summer,Kia,Female,48,33628,285450
Houston,Winter,Hyundai,Female,19,34614,131127
San Antonio,Spring,Honda,Male,49,24250,169755
Austin,Spring,Jeep,Male,21,43358,95826
Phoenix,Spring,Hyundai,Male,21,41593,291932
Phoenix,Winter,Subaru,Female,18,22619,120558
Seattle,Summer,GMC,Male,45,46266,123511
San Diego,Winter,Jeep,Male,59,23619,40509
Columbus,Summer,Jeep,Female,54,45015,161355
San Diego,Fall,Chevrolet,Female,20,36677,242560
San Antonio,Winter,Subaru,Male,40,34174,202497
Seattle,Summer,Ram,Female,72,11257,74056
Chicago,Spring,Jeep,Male,36,42745,228912
Houston,Winter,Kia,Female,63,45577,258634
San Diego,Winter,Kia,Female,28,15166,239293
San Antonio,Spring,Toyota,Male,44,49450,123319
Seattle,Fall,Hyundai,Male,64,34412,142186
Philladephia,Summer,Chevrolet,Female,17,13563,189073
Houston,Spring,Subaru,Female,44,44557,185153
Seattle,Winter,Ram,Female,56,14555,50018
NYC,Spring,Toyota,Female,63,21596,119795
Columbus,Spring,Jeep,Female,64,41787,178927
LA,Winter,Toyota,Male,68,42237,219748
San Diego,Winter,Honda,Male,75,33014,227386
Columbus,Fall,GMC,Male,78,25288,202179
Austin,Fall,Hyundai,Male,72,31524,44996
San Antonio,Fall,Jeep,Female,38,39263,49365
San Antonio,Spring,Toyota,Female,41,45919,158416
LA,Fall,Chevrolet,Female,43,42310,73837
Chicago,Summer,Kia,Female,47,33642,244524
San Antonio,Winter,Ford,Male,58,18953,257754
Houston,Spring,Honda,Male,73,12166,158901
LA,Fall,Ford,Male,19,11767,202291
Philladephia,Fall,Toyota,Female,39,20476,192556
San Antonio,Spring,Ford,Female,73,14966,149703
San Antonio,Summer,Hyundai,Female,67,23290,161032
Columbus,Summer,Chevrolet,Female,21,38068,274533
LA,Winter,Ram,Female,65,44056,110816
Seattle,Summer,Kia,Female,43,15734,267363
LA,Spring,Nissan,Male,41,30272,206198
Austin,Spring,Honda,Female,64,11443,173227
Austin,Winter,Chevrolet,Male,52,21512,295801
Philladephia,Spring,Nissan,Male,27,17597,224504
Philladephia,Summer,Honda,Female,45,28463,88854
Chicago,Fall,GMC,Female,75,47770,105204
NYC,Spring,Ram,Male,61,40485,84090
Columbus,Summer,Toyota,Male,45,39140,272870
San Diego,Fall,Ford,Female,78,37338,59676
Seattle,Spring,Jeep,Male,25,10827,273266
Houston,Summer,Ram,Female,64,22733,203975
Columbus,Fall,Ford,Female,37,10431,86702
LA,Winter,Hyundai,Male,43,30009,51504
LA,Spring,GMC,Male,49,37155,220270
Chicago,Winter,Honda,Female,24,11529,253152
Columbus,Fall,Ram,Male,76,35018,190968
San Diego,Summer,Jeep,Female,52,35349,252817
Austin,Winter,GMC,Female,55,37801,218158
Seattle,Winter,Jeep,Male,21,12770,215228
San Diego,Winter,GMC,Female,75,18406,238740
Philladephia,Spring,GMC,Female,67,47713,130500
NYC,Summer,GMC,Male,57,41124,279956
Chicago,Fall,Subaru,Female,46,49820,69234
San Diego,Fall,GMC,Male,42,45770,125036
Chicago,Winter,Honda,Female,57,42787,129464
San Diego,Winter,Toyota,Male,78,34697,173429
Houston,Summer,Toyota,Male,25,45417,174864
San Diego,Winter,Nissan,Female,29,34953,215036
NYC,Spring,Nissan,Female,25,15983,248835
Philladephia,Fall,Jeep,Male,19,16727,281247
LA,Summer,Ram,Male,77,34177,104539
San Antonio,Winter,Jeep,Female,72,12329,69173
Philladephia,Spring,Honda,Male,20,28655,205224
Houston,Fall,Kia,Male,31,43999,173525
San Antonio,Fall,Hyundai,Female,72,12864,66066
Columbus,Spring,Subaru,Female,33,12266,252995
Austin,Fall,Nissan,Male,48,29900,150184
San Antonio,Winter,Ford,Female,26,32268,84940
Chicago,Summer,Toyota,Male,36,19715,167312
Chicago,Summer,Toyota,Female,55,21542,264612
Chicago,Spring,Ram,Male,46,13966,86978
Chicago,Spring,Nissan,Female,42,19358,95296
NYC,Winter,Chevrolet,Female,27,46623,90177
San Antonio,Spring,Subaru,Female,62,42596,237729
Phoenix,Winter,Jeep,Male,42,43532,262046
Houston,Winter,Chevrolet,Male,48,49891,196883
San Antonio,Winter,Toyota,Male,61,47412,280484
Houston,Winter,Kia,Male,78,28966,223079
Houston,Fall,Subaru,Female,74,34265,170900
Columbus,Winter,Hyundai,Male,16,29374,132095
Seattle,Fall,Jeep,Female,44,43625,71778
Philladephia,Fall,Jeep,Female,78,18699,125541
Austin,Winter,Hyundai,Female,78,27262,75875
Austin,Summer,Kia,Male,64,36377,292914
LA,Summer,Ram,Female,51,16263,177476
Phoenix,Spring,Honda,Female,55,47133,241314
Seattle,Summer,Chevrolet,Male,78,21390,232774
LA,Fall,Ford,Male,18,33183,157574
Philladephia,Winter,Chevrolet,Male,69,12716,131511
Seattle,Summer,Ford,Male,17,44737,120509
Houston,Fall,Honda,Male,55,30000,80034
Chicago,Fall,Kia,Female,49,48849,266394
Seattle,Summer,Subaru,Female,41,34172,216995
Seattle,Spring,Nissan,Male,50,21794,234173
LA,Summer,Jeep,Male,24,13858,227469
Chicago,Fall,Hyundai,Female,77,48493,202427
San Antonio,Summer,Jeep,Male,66,36654,278779
Chicago,Summer,Toyota,Male,74,22279,102193
Chicago,Summer,Chevrolet,Male,29,16728,77649
Phoenix,Winter,Honda,Male,16,43877,278208
San Antonio,Summer,Kia,Female,46,40533,58730
NYC,Fall,Hyundai,Male,72,23347,278021
Houston,Spring,GMC,Male,78,15205,101198
Seattle,Summer,Chevrolet,Female,24,43174,127908
LA,Winter,Kia,Male,57,22282,206655
San Antonio,Summer,Jeep,Male,71,37081,298689
NYC,Spring,Toyota,Female,74,16336,230715
Seattle,Spring,Toyota,Female,35,11524,205765
Austin,Winter,Nissan,Male,57,44989,182530
San Antonio,Fall,Ram,Male,65,30381,250816
Seattle,Fall,Kia,Male,73,49013,155109
Chicago,Winter,Toyota,Male,50,19998,157795
LA,Winter,Toyota,Female,21,48346,254761
Austin,Spring,Kia,Female,67,23256,247088
LA,Winter,Jeep,Male,51,25310,156612
Chicago,Spring,Kia,Male,77,47355,168896
NYC,Winter,Ford,Male,27,47336,108182
Chicago,Fall,Chevrolet,Male,35,14844,181065
San Diego,Summer,Kia,Female,22,44239,226168
San Diego,Fall,GMC,Male,29,41769,267275
San Antonio,Fall,Honda,Female,19,13878,175496
Columbus,Spring,Jeep,Female,59,14859,86288
Seattle,Summer,Ford,Male,59,37578,133037
Austin,Fall,Hyundai,Female,72,48927,241802
San Diego,Spring,Kia,Male,31,38510,283314
Phoenix,Fall,Hyundai,Male,66,37633,266704
San Antonio,Winter,Ford,Female,53,36293,90662
Seattle,Fall,GMC,Female,34,44387,205076
Seattle,Summer,Honda,Male,78,42664,137430
Phoenix,Fall,Toyota,Male,44,48009,213748
NYC,Summer,Honda,Female,47,42630,262954
Seattle,Summer,Chevrolet,Male,16,17636,128248
NYC,Summer,Ford,Male,36,34460,174304
Seattle,Summer,GMC,Male,35,49820,208421
Philladephia,Spring,Nissan,Female,62,48865,264160
NYC,Summer,Ford,Male,29,37419,288682
San Antonio,Summer,Kia,Female,78,41803,237154
Philladephia,Fall,Nissan,Female,39,33377,266482
San Diego,Winter,Ford,Female,24,49148,124484
San Antonio,Winter,Jeep,Female,42,38021,123148
LA,Winter,Hyundai,Male,73,28335,202718
San Antonio,Fall,Kia,Female,70,27686,96946
Philladephia,Summer,Nissan,Female,49,20689,223559
NYC,Winter,Nissan,Female,27,48398,255310
LA,Summer,Toyota,Male,36,32930,241326
Austin,Winter,Toyota,Male,59,44549,82724
Seattle,Winter,Chevrolet,Male,55,28709,141532
Austin,Winter,Toyota,Female,24,19807,264009
Columbus,Summer,Honda,Male,29,44702,150592
Seattle,Summer,Subaru,Male,55,25837,268663
Chicago,Spring,Hyundai,Female,51,31847,118682
Seattle,Fall,Honda,Female,36,10294,150096
Chicago,Fall,Honda,Female,28,40612,219210
San Diego,Spring,Honda,Female,16,25901,218583
Chicago,Summer,Ram,Female,58,16611,90694
San Antonio,Fall,GMC,Female,33,47490,290814
Chicago,Summer,Subaru,Male,55,30370,89800
LA,Spring,Kia,Male,55,39529,198167
Philladephia,Spring,GMC,Female,42,12117,180622
Philladephia,Winter,Honda,Male,43,43424,123558
Phoenix,Fall,Ram,Female,59,33259,285348
Phoenix,Spring,Kia,Male,78,31981,289520
Houston,Spring,GMC,Female,41,27993,205880
LA,Summer,Kia,Female,46,12536,190451
Phoenix,Fall,Nissan,Female,77,42083,89706
Seattle,Summer,Subaru,Female,50,31968,75224
NYC,Summer,Hyundai,Male,32,39710,42776
Philladephia,Winter,Hyundai,Male,66,15216,215130
San Diego,Spring,Toyota,Female,37,48986,125553
LA,Spring,Chevrolet,Female,77,16030,295021
Austin,Fall,GMC,Male,53,23963,235761
LA,Fall,Jeep,Male,37,49092,169100
Seattle,Winter,GMC,Male,21,33124,159234
LA,Winter,Honda,Male,74,28824,245093
Houston,Spring,Ram,Male,38,37670,224332
San Diego,Winter,Honda,Male,59,31323,225077
Seattle,Summer,GMC,Female,36,11769,65996
Columbus,Fall,Kia,Male,76,20183,199561
Columbus,Summer,Ford,Female,55,38999,139847
LA,Fall,Nissan,Female,66,45099,238192
Houston,Winter,Hyundai,Male,76,49475,126288
Austin,Fall,GMC,Female,69,41387,231919
Chicago,Winter,Ram,Female,16,21297,87434
Seattle,Spring,Honda,Female,29,38175,61870
Seattle,Summer,Toyota,Male,51,29053,234353
Austin,Summer,Jeep,Female,17,33523,135155
Chicago,Winter,Kia,Male,73,15635,230320
Seattle,Summer,Kia,Male,34,28227,202854
Seattle,Spring,Ram,Female,17,48356,261959
Columbus,Winter,Kia,Male,22,34486,203248
LA,Summer,Kia,Female,49,31777,61489
San Diego,Fall,Subaru,Male,50,24713,126997
Philladephia,Winter,Hyundai,Male,34,10050,286530
Columbus,Summer,Ram,Female,65,27218,70341
NYC,Spring,Ram,Female,49,18926,201324
San Diego,Fall,Honda,Female,78,46820,40127
Houston,Fall,GMC,Male,53,49711,111127
LA,Fall,Nissan,Male,51,11617,255132
NYC,Summer,Toyota,Male,29,24584,208354
Columbus,Winter,Jeep,Female,21,30098,192946
Philladephia,Summer,Nissan,Female,61,18174,136603
Austin,Winter,Toyota,Male,52,41808,176377
San Diego,Spring,Honda,Male,19,36041,91483
Phoenix,Summer,Nissan,Male,32,17312,212018
Chicago,Winter,Kia,Female,65,41927,215773
Columbus,Fall,Toyota,Male,33,47137,223304
Seattle,Winter,Honda,Male,59,48578,196603
Columbus,Summer,Toyota,Female,34,11483,253969
LA,Winter,Hyundai,Female,28,49545,115796
Columbus,Spring,Kia,Female,54,26103,78679
NYC,Winter,Chevrolet,Male,37,21175,257197
San Antonio,Summer,Ford,Female,51,27252,60654
San Antonio,Spring,Ram,Female,32,36967,196847
Phoenix,Spring,Honda,Female,70,14957,70809
Phoenix,Summer,Honda,Male,29,12349,257628
Austin,Fall,Hyundai,Male,70,29450,42484
Philladephia,Summer,Hyundai,Male,65,35399,78458
Houston,Fall,Nissan,Female,33,44497,196652
Houston,Summer,Nissan,Male,21,32503,162765
Phoenix,Summer,Kia,Female,63,21971,86192
San Diego,Fall,Jeep,Female,60,46559,264515
Chicago,Winter,Ram,Female,64,48276,115729
San Diego,Spring,Ford,Female,23,41015,131949
LA,Fall,Honda,Female,74,25452,232869
Houston,Winter,Ram,Female,53,38085,45902
Phoenix,Spring,Honda,Male,44,31755,101520
Chicago,Spring,Ford,Male,22,18571,170352
Philladephia,Summer,Ram,Female,54,22581,232506
Philladephia,Summer,Kia,Male,46,39821,210798
Houston,Summer,Subaru,Female,64,27600,120116
NYC,Winter,Toyota,Male,38,47953,66839
San Antonio,Fall,Honda,Female,78,17374,283221
Austin,Fall,Honda,Female,32,14082,128781
LA,Summer,Honda,Male,73,14604,102945
Columbus,Winter,Kia,Female,39,44112,230017
Phoenix,Winter,Ford,Female,57,15465,50073
San Diego,Summer,Ford,Female,66,39576,83399
Houston,Fall,Toyota,Male,41,44357,171905
NYC,Winter,Honda,Female,26,25662,257237
San Diego,Summer,Subaru,Male,17,14435,203242
Seattle,Fall,Chevrolet,Male,71,19319,262645
NYC,Winter,Toyota,Male,48,38018,63591
Chicago,Summer,Nissan,Male,52,34013,128976
Phoenix,Fall,Honda,Female,41,11529,135744
Philladephia,Fall,Ram,Female,62,24137,284045
San Antonio,Fall,Hyundai,Female,63,38325,130307
San Diego,Winter,Ram,Female,20,33724,230201
Austin,Spring,Chevrolet,Female,74,44409,165740
